t_ns,var_x,var_y,var_yaw,var_v,var_bgyro,cov_xy,cov_xyaw,cov_yyaw
9545000000,2.47973369e-23,1.00923522e-12,1.81301332e-11,1.03822239e-06,1.54955225e-07,5.00263389e-18,0,0
9550000000,5.79732241e-21,4.31927641e-11,4.72933018e-10,2.00446128e-06,1.54955725e-07,4.99756305e-16,-1.11039042e-17,1.40561587e-22
9555000000,9.5914403e-20,1.85599357e-10,9.35483676e-10,2.97070017e-06,1.54956225e-07,4.03609247e-15,-1.82469249e-15,5.54766669e-20
9560000000,3.56073061e-19,4.76540958e-10,1.40578213e-09,3.93693906e-06,1.54956725e-07,1.17622645e-14,-7.55175587e-15,2.1969131e-19
9565000000,7.40058846e-19,9.62336771e-10,1.74002553e-09,4.5851308e-06,1.54953919e-07,2.10779248e-14,-1.9558774e-14,4.0195679e-19
9570000000,1.47332312e-18,1.68075882e-09,2.22581889e-09,5.5513697e-06,1.54954419e-07,3.3419735e-14,-3.64223318e-14,6.38087658e-19
9575000000,2.67622706e-18,2.67674936e-09,2.71935995e-09,6.51760859e-06,1.54954919e-07,4.83032874e-14,-5.99821782e-14,9.13531592e-19
9580000000,4.41611972e-18,3.99862033e-09,3.22064875e-09,7.48384748e-06,1.54955419e-07,6.0337098e-14,-9.12404404e-14,1.00499233e-18
9585000000,6.90879691e-18,5.67891577e-09,3.58587833e-09,8.11293286e-06,1.54952612e-07,8.14120008e-14,-1.26182818e-13,1.40630678e-18
9590000000,1.04647665e-17,7.77710257e-09,4.10266123e-09,9.07917175e-06,1.54953112e-07,1.20742582e-13,-1.63190455e-13,2.24730809e-18
9595000000,1.60176375e-17,1.0329248e-08,4.62719178e-09,1.00454106e-05,1.54953612e-07,1.76719311e-13,-2.13261438e-13,3.60534369e-18
9600000000,2.49809631e-17,1.33836639e-08,5.15947e-09,1.10116495e-05,1.54954112e-07,2.83728757e-13,-2.72071439e-13,6.48435554e-18
9605000000,4.04935466e-17,1.69237587e-08,5.55568218e-09,1.16111755e-05,1.54951305e-07,4.65407863e-13,-3.45914991e-13,1.19403437e-17
9610000000,6.32728608e-17,2.10938208e-08,6.10345371e-09,1.25774144e-05,1.54951805e-07,7.11422168e-13,-4.27844084e-13,1.86734867e-17
9615000000,8.92004504e-17,2.58927537e-08,6.65897282e-09,1.35436533e-05,1.54952305e-07,9.68363728e-13,-5.1724033e-13,2.46299874e-17
9620000000,1.20982234e-16,3.13688693e-08,7.22223954e-09,1.45098922e-05,1.54952805e-07,1.22312014e-12,-6.38514452e-13,3.08135663e-17
9625000000,1.54366973e-16,3.73863523e-08,7.64943076e-09,1.50697577e-05,1.54949999e-07,1.45985236e-12,-7.70052586e-13,3.5692815e-17
9630000000,1.94776976e-16,4.43039521e-08,8.22819e-09,1.60359966e-05,1.54950499e-07,1.73867164e-12,-9.10823044e-13,4.12211096e-17
9635000000,2.48516412e-16,5.20233517e-08,8.81469675e-09,1.70022355e-05,1.54950999e-07,2.10287495e-12,-1.07258136e-12,4.96246621e-17
9640000000,3.1432218e-16,6.0592863e-08,9.40895103e-09,1.79684744e-05,1.54951499e-07,2.56660127e-12,-1.241736e-12,6.03800159e-17
9645000000,3.98696635e-16,6.96422967e-08,9.86711773e-09,1.84790434e-05,1.54948692e-07,3.13255119e-12,-1.43554001e-12,7.51091512e-17
9650000000,4.95980833e-16,7.99619142e-08,1.04768637e-08,1.94452823e-05,1.54949192e-07,3.7478192e-12,-1.64712389e-12,8.98100821e-17
9655000000,6.22520314e-16,9.12537959e-08,1.10943572e-08,2.04115212e-05,1.54949692e-07,4.50098126e-12,-1.89649056e-12,1.09957953e-16
