t_ns,var_x,var_y,var_yaw,var_v,var_bgyro,cov_xy,cov_xyaw,cov_yyaw
60790000000,3.09799155e-23,1.04279885e-12,2.6744512e-11,1.17237228e-06,2.54708935e-07,5.68382093e-18,0,0
60795000000,1.56154549e-20,6.82064698e-11,6.97904404e-10,5.49148652e-06,2.54709435e-07,1.03008862e-15,-1.69617967e-17,2.73331031e-22
60800000000,2.14670705e-19,4.09944467e-10,1.38179976e-09,9.81060076e-06,2.54709935e-07,9.3252416e-15,-8.31112287e-16,2.25427058e-20
60805000000,4.28910612e-19,1.2422125e-09,2.07843059e-09,1.4129715e-05,2.54710435e-07,2.29940762e-14,-1.32473792e-15,2.89866671e-20
60810000000,2.75805558e-19,2.76410028e-09,2.57587815e-09,1.69554455e-05,2.54710124e-07,2.21487836e-14,-9.56910047e-15,-7.535464e-20
60815000000,4.29930401e-19,5.15094441e-09,3.29797985e-09,2.12745597e-05,2.54710624e-07,-8.91025869e-16,-2.49668827e-14,-3.86493782e-19
60820000000,1.00456514e-18,8.60151652e-09,4.03281706e-09,2.55936739e-05,2.54711124e-07,-2.07633197e-14,-4.73256727e-14,-5.65963543e-19
60825000000,1.89972845e-18,1.33317723e-08,4.78038981e-09,2.99127882e-05,2.54711624e-07,3.06151228e-15,-8.01288005e-14,-1.8308874e-19
60830000000,4.33931632e-18,1.93641212e-08,5.32877835e-09,3.24360475e-05,2.54711314e-07,6.4985924e-14,-1.32406549e-13,7.40514757e-19
60835000000,8.36383101e-18,2.71435226e-08,6.10182192e-09,3.67551618e-05,2.54711814e-07,9.57891949e-14,-1.97670862e-13,1.00048289e-18
60840000000,1.59189383e-17,3.67606821e-08,6.88760106e-09,4.1074276e-05,2.54712314e-07,1.79638986e-13,-2.88411497e-13,2.13127394e-18
60845000000,2.84040422e-17,4.84315554e-08,7.68611581e-09,4.53933902e-05,2.54712814e-07,4.32941346e-13,-3.8560588e-13,5.47429785e-18
60850000000,5.01120838e-17,6.14881712e-08,8.28544475e-09,4.74371366e-05,2.54712503e-07,7.61315042e-13,-5.23750748e-13,1.04057598e-17
60855000000,8.90698942e-17,7.7552605e-08,9.10943027e-09,5.17562508e-05,2.54713003e-07,1.35829164e-12,-6.87165613e-13,1.94741466e-17
60860000000,1.49302818e-16,9.62048513e-08,9.94615143e-09,5.60753651e-05,2.54713503e-07,2.24061426e-12,-8.63514823e-13,3.16391867e-17
60865000000,2.35298486e-16,1.17660866e-07,1.07956082e-08,6.03944793e-05,2.54714003e-07,3.374743e-12,-1.06392197e-12,4.64112473e-17
60870000000,3.48965414e-16,1.39537515e-07,1.1445877e-08,6.18038826e-05,2.54713692e-07,4.6176593e-12,-1.31760651e-12,6.47790859e-17
60875000000,4.91184587e-16,1.66522148e-07,1.23208046e-08,6.61229969e-05,2.54714192e-07,6.07791003e-12,-1.60215761e-12,8.39840938e-17
60880000000,7.05180104e-16,1.9681293e-07,1.32084678e-08,7.04421111e-05,2.54714692e-07,8.22779857e-12,-1.90949912e-12,1.13250879e-16
60885000000,1.03182511e-15,2.30625817e-07,1.41088668e-08,7.47612254e-05,2.54715192e-07,1.1171233e-11,-2.28749784e-12,1.58540545e-16
60890000000,1.44115971e-15,2.62239661e-07,1.48100748e-08,7.54092147e-05,2.54714881e-07,1.43889227e-11,-2.70968265e-12,2.13090143e-16
60895000000,1.97609429e-15,3.024631e-07,1.57359444e-08,7.9728329e-05,2.54715381e-07,1.85356974e-11,-3.14802493e-12,2.72981712e-16
60900000000,2.60798323e-15,3.46672955e-07,1.66745498e-08,8.40474432e-05,2.54715881e-07,2.31776766e-11,-3.62319132e-12,3.36812856e-16
60905000000,3.33576975e-15,3.95085182e-07,1.7625891e-08,8.83665574e-05,2.54716381e-07,2.83488716e-11,-4.12239263e-12,4.03063689e-16
60910000000,4.09349053e-15,4.36412315e-07,1.83780377e-08,8.81569343e-05,2.5471607e-07,3.32535527e-11,-4.62380904e-12,4.71640997e-16
60915000000,5.00622184e-15,4.91837371e-07,1.93548496e-08,9.24760486e-05,2.5471657e-07,3.9513459e-11,-5.12276158e-12,5.39192534e-16
60920000000,5.93696459e-15,5.5188623e-07,2.03443972e-08,9.67951628e-05,2.5471707e-07,4.57988473e-11,-5.68110127e-12,6.04804839e-16
60925000000,6.88737951e-15,6.16774846e-07,2.13466807e-08,0.000101114277,2.5471757e-07,5.22958037e-11,-6.25204697e-12,6.66273397e-16
60930000000,7.81177566e-15,6.66882004e-07,2.21497655e-08,9.99824127e-05,2.54717259e-07,5.74925126e-11,-6.94532819e-12,7.41282695e-16
60935000000,8.98850911e-15,7.39096658e-07,2.31775196e-08,0.000104301527,2.54717759e-07,6.47358234e-11,-7.69469573e-12,8.20793628e-16
60940000000,1.03885014e-14,8.16526387e-07,2.42180095e-08,0.000108620641,2.54718259e-07,7.2990296e-11,-8.52202125e-12,9.17333209e-16
60945000000,1.19412868e-14,8.99387149e-07,2.52712354e-08,0.000112939755,2.54718759e-07,8.19653251e-11,-9.39805155e-12,1.02115187e-15
60950000000,1.32082948e-14,9.56541216e-07,2.61252577e-08,0.000110851176,2.54718448e-07,8.77655379e-11,-1.03544336e-11,1.1196883e-15
60955000000,1.49881583e-14,1.04675815e-06,2.72039542e-08,0.00011517029,2.54718948e-07,9.74793716e-11,-1.13386378e-11,1.23371783e-15
60960000000,1.72199369e-14,1.14273359e-06,2.82953865e-08,0.000119489404,2.54719448e-07,1.09177475e-10,-1.24109388e-11,1.38415514e-15
60965000000,1.97782033e-14,1.24468351e-06,2.93995548e-08,0.000123808518,2.54719948e-07,1.21813791e-10,-1.36448173e-11,1.55952045e-15
60970000000,2.20677505e-14,1.30651497e-06,3.03045141e-08,0.000120755867,2.54719637e-07,1.30204772e-10,-1.50063109e-11,1.74858257e-15
60975000000,2.47792121e-14,1.4155867e-06,3.14341529e-08,0.000125074981,2.54720137e-07,1.42533038e-10,-1.64103743e-11,1.9156871e-15
60980000000,2.78083297e-14,1.53091217e-06,3.25765278e-08,0.000129394095,2.54720637e-07,1.55863872e-10,-1.79190971e-11,2.10127734e-15
60985000000,3.16459711e-14,1.65270736e-06,3.37316386e-08,0.000133713209,2.54721137e-07,1.72696914e-10,-1.9472357e-11,2.35371801e-15
60990000000,3.51389543e-14,1.71640164e-06,3.46875343e-08,0.000129712156,2.54720826e-07,1.84016548e-10,-2.10913175e-11,2.63498515e-15
60995000000,4.00107369e-14,1.8448476e-06,3.58681156e-08,0.000134031271,2.54721326e-07,2.04494639e-10,-2.27198068e-11,2.95199869e-15
61000000000,4.62649871e-14,1.97999511e-06,3.70614329e-08,0.000138350385,2.54721826e-07,2.29940315e-10,-2.44620985e-11,3.37423802e-15
61005000000,5.39083603e-14,2.12206015e-06,3.82674864e-08,0.000142669499,2.54722326e-07,2.59594344e-10,-2.63668716e-11,3.89592494e-15
61010000000,6.13093684e-14,2.18455313e-06,3.92743179e-08,0.000137754149,2.54722015e-07,2.81370872e-10,-2.8386765e-11,4.50819263e-15
61015000000,7.11529758e-14,2.3325948e-06,4.05058417e-08,0.000142073263,2.54722515e-07,3.1644108e-10,-3.04413007e-11,5.14626467e-15
61020000000,8.19654057e-14,2.48774014e-06,4.17501017e-08,0.000146392377,2.54723015e-07,3.53922236e-10,-3.25579505e-11,5.80673314e-15
