t_ns,var_x,var_y,var_yaw,var_v,var_bgyro,cov_xy,cov_xyaw,cov_yyaw
57520000000,3.87290725e-22,1.61985386e-11,3.6983631e-10,1.0508513e-06,7.48039723e-08,7.92057052e-17,0,0
57525000000,4.16926798e-21,8.39792909e-11,9.50697702e-10,1.13094012e-06,7.48039873e-08,5.40028586e-16,-5.09197722e-16,3.88350345e-21
57530000000,1.2161223e-20,2.08307049e-10,1.53529929e-09,1.21102894e-06,7.48040024e-08,1.52760476e-15,7.10583552e-16,-6.94346626e-21
57535000000,9.35152558e-21,3.93186255e-10,2.12364108e-09,1.29111777e-06,7.48040174e-08,7.14697693e-16,3.29425873e-15,2.6094134e-20
57540000000,5.18519906e-20,6.4206969e-10,2.53140271e-09,1.34489884e-06,7.48029103e-08,-3.43326452e-15,7.67296257e-15,1.59939435e-19
57545000000,1.54519174e-19,9.58426825e-10,3.1272246e-09,1.42498767e-06,7.48029253e-08,-1.01897815e-14,8.79638219e-15,1.97545621e-19
57550000000,3.22433919e-19,1.34603334e-09,3.72678664e-09,1.50507649e-06,7.48029404e-08,-1.91591455e-14,8.26562835e-15,1.79803402e-19
57555000000,6.58157827e-19,1.80889369e-09,4.33008883e-09,1.58516532e-06,7.48029554e-08,-3.29012848e-14,7.90496609e-15,1.64080897e-19
57560000000,1.3576025e-18,2.34941113e-09,4.75280927e-09,1.63860279e-06,7.48018483e-08,-5.47607888e-14,6.73464596e-15,9.44542271e-20
57565000000,2.41529795e-18,2.97291882e-09,5.36359123e-09,1.71869161e-06,7.48018634e-08,-8.28335939e-14,1.63667388e-15,-2.26854089e-19
57570000000,4.01537297e-18,3.68236108e-09,5.97811329e-09,1.79878044e-06,7.48018784e-08,-1.187433e-13,1.27986219e-14,5.45436746e-19
57575000000,5.96645616e-18,4.48174236e-09,6.59637544e-09,1.87886926e-06,7.48018935e-08,-1.59675052e-13,2.02054473e-14,1.03644048e-18
