23167000000,0.48004,0.04326,-0.02173,0.99900,-0.01035,0.02549,0.03528,0.07974,0.57791,0.00057
28414000000,0.89845,3.07555,-0.01874,0.72461,0.00000,0.00024,0.68916,0.07666,0.82736,0.00099
30394000000,1.03403,6.02261,-0.01456,0.71653,0.00017,-0.00011,0.69756,0.03670,1.47416,0.00034
33397000000,1.08132,10.42130,-0.01702,0.71321,-0.00115,0.00090,0.70095,0.25023,1.36698,-0.00163
35443000000,2.29745,12.92449,-0.02281,0.87938,-0.00025,0.00159,0.47612,0.87853,0.90335,-0.00451
37621000000,4.79222,14.23705,-0.03608,0.99448,-0.00017,0.00150,0.10496,1.04887,0.26288,-0.00419
39337000000,6.38173,13.94815,-0.03913,0.97768,-0.00056,0.00153,-0.21008,0.34591,-0.90129,0.00006
44320000000,7.10947,8.19934,-0.03566,0.68457,-0.00011,0.00032,-0.72895,0.04414,-1.27884,0.00012
47224000000,6.72984,3.86194,-0.03820,0.67324,0.00037,0.00035,-0.73943,0.18078,-1.33826,-0.00125
49204000000,7.99239,1.66330,-0.04177,0.97809,0.00032,0.00100,-0.20818,0.83188,-0.17279,-0.00165
52504000000,11.12218,2.94958,-0.04693,0.87999,-0.00013,0.00077,0.47500,0.43145,0.56456,-0.00071
56134000000,10.98232,5.57571,-0.04667,0.66576,-0.00040,-0.00030,0.74617,0.04470,1.02057,0.00056
59335000000,11.42755,9.92112,-0.04310,0.83004,0.00016,-0.00013,0.55771,0.57427,1.18014,0.00092
62569000000,14.67775,13.16992,-0.04074,0.95527,-0.00045,-0.00094,0.29572,1.13002,0.45376,0.00073
67024000000,20.11629,13.41006,-0.03749,0.88986,-0.00057,-0.00005,-0.45624,0.77304,-0.36719,0.00008
69004000000,19.65226,10.80709,-0.04025,0.62689,-0.00060,0.00082,-0.77911,-0.14912,-1.38434,-0.00025
71215000000,19.49132,7.60829,-0.03853,0.71018,0.00023,0.00076,-0.70402,-0.00749,-1.47525,-0.00052
73492000000,19.61864,4.18618,-0.04260,0.72255,-0.00002,0.00006,-0.69131,0.17258,-1.27351,0.00131
75703000000,20.26586,1.89278,-0.03264,0.90196,-0.00045,0.00048,-0.43182,0.54317,-0.23394,0.00311
80521000000,23.43656,2.54185,-0.02074,0.94568,0.00031,-0.00143,0.32508,0.54369,0.21144,0.00265
81577000000,23.45951,3.13475,-0.01705,0.81226,0.00010,-0.00094,0.58330,0.00387,0.94348,0.00258
84052000000,23.45022,5.87326,-0.01162,0.74042,0.00100,-0.00050,0.67214,0.05860,1.22741,0.00306
85141000000,23.66836,7.50922,-0.00615,0.75072,0.00115,-0.00034,0.66062,0.10019,1.47402,0.00339
87220000000,23.76761,10.54296,-0.00088,0.70971,0.00101,-0.00034,0.70450,0.24872,1.35656,0.00232
89365000000,24.71896,13.23935,0.00364,0.89824,0.00125,-0.00056,0.43950,0.75008,0.37787,0.00214
93292000000,28.32207,12.83739,0.01212,0.85936,0.00001,-0.00151,-0.51138,0.56326,-0.56587,0.00363
95536000000,28.19483,9.74733,0.02604,0.66955,-0.00059,-0.00107,-0.74277,-0.07212,-1.44654,0.00513
99133000000,27.90080,4.38814,0.04210,0.69583,-0.00149,-0.00051,-0.71820,0.16047,-1.32311,0.00083
101377000000,29.13212,2.01907,0.03091,0.97712,-0.00182,0.00071,-0.21267,0.58807,-0.06578,-0.00166
106261000000,32.09259,3.91925,0.03030,0.71899,-0.00038,-0.00210,0.69502,0.38242,0.84498,0.00190
109825000000,32.36280,9.15750,0.04698,0.70305,0.00140,-0.00161,0.71114,0.09918,1.42140,0.00573
112498000000,32.71117,12.78449,0.06601,0.81023,0.00201,-0.00068,0.58611,0.56914,1.02922,0.00301
114742000000,35.16127,14.21816,0.06179,0.99126,0.00238,0.00039,0.13193,0.57614,-0.09112,-0.00072
119659000000,36.83688,12.13200,0.06089,0.77551,0.00155,-0.00086,-0.63133,0.17052,-0.60402,0.00014
122167000000,36.42739,9.73330,0.06285,0.65027,0.00079,-0.00147,-0.75971,-0.16534,-1.07434,0.00156
