t_ns,var_x,var_y,var_yaw,var_v,var_bgyro,cov_xy,cov_xyaw,cov_yyaw
98910000000,0,0,0,1e-06,1.39786384e-07,0,0,0
98915000000,1.12323312e-23,4.57710795e-11,4.78768365e-10,4.32337272e-06,1.39786884e-07,-2.26741245e-17,0,0
98920000000,2.09581677e-21,3.07710795e-10,9.64526062e-10,7.64674544e-06,1.39787384e-07,-7.90038662e-16,8.96591188e-17,3.36983384e-22
98925000000,2.10743409e-20,9.51987783e-10,1.45727312e-09,1.09701182e-05,1.39787884e-07,-3.267667e-15,-3.07369344e-15,-1.35719667e-20
98930000000,8.98071902e-20,2.14477068e-09,1.95700955e-09,1.42934909e-05,1.39788384e-07,-8.47802331e-15,-8.82721338e-15,-4.13429991e-20
98935000000,3.90826688e-19,4.05222812e-09,2.46373539e-09,1.76168636e-05,1.39788884e-07,-2.73020605e-14,-1.90795092e-14,-1.814505e-19
98940000000,1.04504777e-18,6.84052874e-09,2.97745067e-09,2.09402363e-05,1.39789384e-07,-5.61258859e-14,-3.59186175e-14,-3.90485747e-19
98945000000,2.08383253e-18,1.06758412e-08,3.4981554e-09,2.42636091e-05,1.39789884e-07,-7.37749307e-14,-6.57224637e-14,-4.34236123e-19
98950000000,4.68126763e-18,1.57243341e-08,4.02584961e-09,2.75869818e-05,1.39790384e-07,-1.44353005e-13,-1.03095299e-13,-1.15504795e-18
98955000000,9.07942932e-18,2.2152176e-08,4.56053333e-09,3.09103545e-05,1.39790884e-07,-2.50910026e-13,-1.49311483e-13,-2.16456119e-18
98960000000,1.34444629e-17,3.01255357e-08,5.10220658e-09,3.42337272e-05,1.39791384e-07,-3.02229687e-13,-2.05189298e-13,-2.26992252e-18
98965000000,1.95684621e-17,3.98105818e-08,5.65086939e-09,3.75570999e-05,1.39791884e-07,-3.55143998e-13,-2.71444281e-13,-2.3773189e-18
98970000000,2.97501056e-17,5.13734829e-08,6.20652178e-09,4.08804727e-05,1.39792384e-07,-4.93984482e-13,-3.52057909e-13,-3.5525431e-18
98975000000,4.59163346e-17,6.49804076e-08,6.76916377e-09,4.42038454e-05,1.39792884e-07,-7.03780524e-13,-4.57175717e-13,-5.66170131e-18
98980000000,6.612352e-17,8.07975245e-08,7.3387954e-09,4.75272181e-05,1.39793384e-07,-9.3547902e-13,-5.72804056e-13,-7.67917878e-18
98985000000,9.05755737e-17,9.89910024e-08,7.91541668e-09,5.08505908e-05,1.39793884e-07,-1.21903872e-12,-6.94783735e-13,-9.93101021e-18
98990000000,1.22438548e-16,1.1972701e-07,8.49902765e-09,5.41739636e-05,1.39794384e-07,-1.5553581e-12,-8.38059529e-13,-1.26475456e-17
98995000000,1.5538255e-16,1.43171715e-07,9.08962832e-09,5.74973363e-05,1.39794884e-07,-1.65588239e-12,-1.0028226e-12,-1.20845623e-17
99000000000,1.96859036e-16,1.69491288e-07,9.68721872e-09,6.0820709e-05,1.39795384e-07,-1.53658836e-12,-1.20285409e-12,-8.47882822e-18
99005000000,2.51239094e-16,1.98851896e-07,1.02917989e-08,6.41440817e-05,1.39795884e-07,-1.42094069e-12,-1.42496768e-12,-5.30640486e-18
99010000000,3.15833446e-16,2.31419708e-07,1.09033688e-08,6.74674544e-05,1.39796384e-07,-1.05540593e-12,-1.66444197e-12,8.42789567e-19
99015000000,4.01585465e-16,2.67360892e-07,1.15219286e-08,7.07908272e-05,1.39796884e-07,-5.53742321e-13,-1.94132942e-12,8.64074172e-18
99020000000,5.06850899e-16,3.06841618e-07,1.21474782e-08,7.41141999e-05,1.39797384e-07,-2.67965623e-13,-2.24519787e-12,1.27152288e-17
99025000000,6.29739457e-16,3.50028054e-07,1.27800176e-08,7.74375726e-05,1.39797884e-07,-3.37531041e-13,-2.5727405e-12,1.14636772e-17
99030000000,7.71332824e-16,3.97086369e-07,1.34195469e-08,8.07609453e-05,1.39798384e-07,-6.66283238e-13,-2.92172805e-12,6.82478623e-18
99035000000,9.32984979e-16,4.48182731e-07,1.40660661e-08,8.40843181e-05,1.39798884e-07,-1.10249424e-12,-3.29068555e-12,1.23927377e-18
99040000000,1.13272032e-15,5.03483309e-07,1.47195753e-08,8.74076908e-05,1.39799384e-07,-1.56812012e-12,-3.71261449e-12,-4.66418898e-18
99045000000,1.38242843e-15,5.63154271e-07,1.53800744e-08,9.07310635e-05,1.39799884e-07,-2.62450793e-12,-4.1918698e-12,-1.91762292e-17
99050000000,1.68510296e-15,6.27361786e-07,1.60475635e-08,9.40544362e-05,1.39800384e-07,-4.194418e-12,-4.71607761e-12,-4.06554852e-17
99055000000,2.02076908e-15,6.96272024e-07,1.67220426e-08,9.73778089e-05,1.39800884e-07,-5.09176106e-12,-5.27329865e-12,-5.058901e-17
99060000000,2.38418494e-15,7.70051151e-07,1.74035117e-08,0.000100701182,1.39801384e-07,-5.69026389e-12,-5.8493199e-12,-5.53279372e-17
99065000000,2.80489584e-15,8.48865338e-07,1.80919709e-08,0.000104024554,1.39801884e-07,-6.93624876e-12,-6.46253097e-12,-6.89871337e-17
99070000000,3.25032876e-15,9.32880753e-07,1.87874202e-08,0.000107347927,1.39802384e-07,-8.28419856e-12,-7.07760888e-12,-8.24504594e-17
99075000000,3.70708427e-15,1.02226356e-06,1.94898596e-08,0.0001106713,1.39802884e-07,-9.2758885e-12,-7.6920448e-12,-8.99605292e-17
99080000000,4.19267877e-15,1.11717994e-06,2.01992891e-08,0.000113994673,1.39803384e-07,-1.05504558e-11,-8.31435226e-12,-1.00105732e-16
99085000000,4.75710727e-15,1.21779605e-06,2.09157088e-08,0.000117318045,1.39803884e-07,-1.21122985e-11,-9.00182211e-12,-1.13709885e-16
99090000000,5.34201042e-15,1.32427806e-06,2.16391186e-08,0.000120641418,1.39804384e-07,-1.3211973e-11,-9.70159581e-12,-1.20684915e-16
99095000000,5.93917972e-15,1.43679214e-06,2.23695187e-08,0.000123964791,1.39804884e-07,-1.35512929e-11,-1.04118011e-11,-1.18491746e-16
