t_ns,var_x,var_y,var_yaw,var_v,var_bgyro,cov_xy,cov_xyaw,cov_yyaw
98910000000,6.66843949e-24,3.10283139e-11,4.53253321e-10,1.96581173e-06,1.54955226e-07,-1.43843816e-17,0,0
98915000000,4.82283741e-21,1.60347214e-10,9.1425439e-10,2.93205062e-06,1.54955726e-07,-8.37588899e-16,3.73876213e-16,3.26663086e-21
98920000000,3.0322448e-20,4.36268645e-10,1.38300323e-09,3.89828951e-06,1.54956226e-07,-3.51002413e-15,1.04169517e-15,1.12280675e-20
98925000000,9.20667535e-20,9.07104552e-10,1.85949988e-09,4.8645284e-06,1.54956726e-07,-8.67413237e-15,-3.14001408e-15,-4.11062208e-20
98930000000,2.42021775e-19,1.61823155e-09,2.34374203e-09,5.82067564e-06,1.5495352e-07,-1.70044372e-14,-1.0530367e-14,-1.36297192e-19
98935000000,7.01104002e-19,2.62185884e-09,2.83573332e-09,6.78691454e-06,1.5495402e-07,-3.41978058e-14,-2.3555984e-14,-4.18311734e-19
98940000000,1.59967447e-18,3.96483185e-09,3.33547231e-09,7.75315343e-06,1.5495452e-07,-5.77346404e-14,-4.4678656e-14,-8.47897332e-19
98945000000,3.17692272e-18,5.69546254e-09,3.842959e-09,8.71939232e-06,1.5495502e-07,-7.84376671e-14,-8.11122229e-14,-1.18837535e-18
98950000000,6.47813008e-18,7.83797541e-09,4.35818594e-09,9.65326143e-06,1.54951815e-07,-1.24275028e-13,-1.26665621e-13,-2.42078771e-18
98955000000,1.17692736e-17,1.04792179e-08,4.88116638e-09,1.06195003e-05,1.54952315e-07,-1.87096735e-13,-1.83111201e-13,-4.08850373e-18
98960000000,1.8197253e-17,1.36514355e-08,5.41189442e-09,1.15857392e-05,1.54952815e-07,-2.30536216e-13,-2.51580025e-13,-4.74486571e-18
98965000000,2.72508194e-17,1.740294e-08,5.95037009e-09,1.25519781e-05,1.54953315e-07,-2.78768177e-13,-3.33107096e-13,-5.49918761e-18
