dataset,repeat,system,reference,poses,overlap_s,path_m,trans_rmse_m,trans_max_m,trans_final_m,rot_rmse_deg,rot_max_deg,clean_rmse_m,jumps,mean_speed_m_s,rpe1_pairs,rpe1_trans_rmse_m,rpe1_trans_median_m,rpe1_rot_rmse_deg,rpe1_rot_median_deg,rpe1_pairs_clean,rpe1_trans_rmse_clean_m,rpe1_rot_rmse_clean_deg
dataset_static_nofloortexture_001,logging_20260916_02,VINS-Fusion,rosbag /ground_truth/odometry,946,81.576,113.31902828384793,0.29385927883011137,0.5370654449502485,0.24191350913040935,1.7984694990842252,3.665315546616365,0.29385927883011137,0,1.389122147247327,914,0.0621405067770081,0.02175510488527068,0.6852276699713364,0.0671996368629825,914,0.0621405067770081,0.6852276699713364
dataset_static_nofloortexture_001,logging_20260916_02,ORB-SLAM3,rosbag /ground_truth/odometry,1007,81.87299999999999,116.87028678467544,0.45252545329252425,2.344605753481814,0.649546387621208,18.11069993807536,90.90752867544973,0.21197996038696526,2,1.4274582192502467,993,0.5616260956545005,0.040669847411861346,11.441979488965082,0.19187240991783802,964,0.17050751256847196,0.6126867100679269
dataset_static_nofloortexture_001,logging_20260916_03,VINS-Fusion,rosbag /ground_truth/odometry,893,81.576,113.89477939044967,0.48286865148296976,0.8485212054528886,0.4335895597297151,2.2141063572004462,4.946906689548659,0.48286865148296976,0,1.3961799964505452,861,0.06867924523001243,0.02211321224479627,0.563880314289092,0.062391556743298444,861,0.06867924523001243,0.563880314289092
dataset_static_nofloortexture_001,logging_20260916_03,ORB-SLAM3,rosbag /ground_truth/odometry,963,81.87299999999999,116.692654985371,0.384311517882762,3.1644361840658837,0.5418599081186717,17.162525508915056,90.9351771186397,0.26180587347881223,1,1.425288617558548,949,0.556414720656258,0.019037799026877397,10.542088302175996,0.10019181639230017,936,0.06203487470860421,0.19983743648767963
dataset_static_nofloortexture_002,logging_20260916_01,VINS-Fusion,rosbag /ground_truth/odometry,1223,89.067,115.24245044468313,0.34202114198683625,0.5152730983451426,0.3350107930175069,0.8179541186950348,3.089530942183427,0.34202114198683625,0,1.2938849455430534,1192,0.08675122057806067,0.03229750664140765,0.5921391644247416,0.056411337076526374,1192,0.08675122057806067,0.5921391644247416
dataset_static_nofloortexture_002,logging_20260916_01,ORB-SLAM3,rosbag /ground_truth/odometry,1688,89.29799999999999,116.33845517295701,0.41894199180475056,0.9425990137552186,0.25103724156345886,16.673266413469456,89.96249355824055,0.3907837282487838,1,1.3028114310842016,1672,0.23077512236484238,0.030057459212562587,10.558206326564143,0.05039912058604462,1649,0.0961038990192291,0.10074727278513027
dataset_static_nofloortexture_002,logging_20260916_02,VINS-Fusion,rosbag /ground_truth/odometry,1173,89.1,115.27409268881034,0.35698658002883615,0.5175563103175241,0.2640151502900833,0.7982213412858529,2.752697810216091,0.35698658002883615,0,1.2937608607049422,1142,0.08611260406519614,0.029513686336289598,0.5416706847269162,0.05746492227160141,1142,0.08611260406519614,0.5416706847269162
dataset_static_nofloortexture_002,logging_20260916_02,ORB-SLAM3,rosbag /ground_truth/odometry,1517,89.36399999999999,116.37290592383673,0.45696256304013266,0.9736520083789647,0.22917661587329843,17.626733052173588,90.14695896578002,0.425524641389885,1,1.3022347469208713,1497,0.23573131549383228,0.02925005052463102,10.912844646849697,0.053279548791682424,1475,0.10442529302731667,0.09501551528924299
dataset_static_nofloortexture_002,logging_20260916_03,VINS-Fusion,rosbag /ground_truth/odometry,1074,89.1,115.19303895103629,0.3419764934925042,0.5175811291480749,0.3021464491339614,0.7253058336797817,3.043313506769329,0.3419764934925042,0,1.2928511666782974,1041,0.08733009811156059,0.032165293157850945,0.49235464310306104,0.052140798162409616,1041,0.08733009811156059,0.49235464310306104
dataset_static_nofloortexture_002,logging_20260916_03,ORB-SLAM3,rosbag /ground_truth/odometry,1454,89.39699999999999,116.11911545499143,0.3604011594652239,0.7411535270809405,0.2953064823112067,16.854998728100835,89.99899177046909,0.3410655493801833,1,1.2989151252837505,1438,0.20391318916856763,0.02978295582744859,10.076622668986744,0.05069875200568966,1420,0.08619578818662099,0.10613367009546497
