dataset,repeat,system,delta_s,pairs,trans_rmse,trans_median,rot_rmse,rot_median,pairs_clean,trans_rmse_clean,trans_median_clean,rot_rmse_clean,rot_median_clean
dataset_dynamic_nofloortexture_01_000,logging_20260916_02,VINS-Fusion,5.0,2400,241.4258190194365,134.971980379672,3.6313845095498056,1.591690344356012,592,10.082133287514578,8.160665442575162,6.458294661269673,2.191004917499246
dataset_dynamic_nofloortexture_01_000,logging_20260916_02,ORB-SLAM3,0.5,1482,6.311452337816059,1.133483630455621,13.70601926698035,1.5580628600138198,953,1.278045058077505,0.8879992685592152,1.8288972882610548,1.3796878190017445
dataset_dynamic_nofloortexture_01_000,logging_20260916_02,ORB-SLAM3,1.0,1445,11.343970822985366,2.091651007590612,19.260085837362084,2.9851573889160723,819,2.189032845943401,1.647893649353012,3.2845722223456066,2.5000975577519386
dataset_dynamic_nofloortexture_01_000,logging_20260916_02,ORB-SLAM3,2.0,1446,22.661435111430045,4.127635581733907,27.16289679374876,5.910101467679173,623,3.8621271668603123,2.9889225949048392,5.961239741782283,4.42871911364631
dataset_dynamic_nofloortexture_01_000,logging_20260916_02,ORB-SLAM3,5.0,1340,53.52980017537373,9.57262648723532,32.62643978001046,13.402971103135926,331,7.594599831644151,7.369264031132404,15.208809188848075,12.069611827936896
dataset_dynamic_nofloortexture_01_000,logging_20260916_02,VINS-Fusion+YOLO,0.5,2536,24.334797308550534,13.364867796633503,1.2989428804673018,0.2385058215626361,922,1.5495128220474352,1.2700099888444503,2.0440646352898826,0.47184530691991655
dataset_dynamic_nofloortexture_01_000,logging_20260916_02,VINS-Fusion+YOLO,1.0,2521,47.07425086991237,25.902157530967905,2.026745494704253,0.4522057104049921,892,2.8919415985651775,2.3991409024814683,3.2549444983193574,0.8851370814971806
dataset_dynamic_nofloortexture_01_000,logging_20260916_02,VINS-Fusion+YOLO,2.0,2491,92.33876285851747,50.94722307850189,2.9739876355862593,0.816178629284377,832,5.293544746106197,4.464256384052947,4.918258092747916,1.508139069169737
dataset_dynamic_nofloortexture_01_000,logging_20260916_02,VINS-Fusion+YOLO,5.0,2400,227.643992815859,126.96906115853233,3.6299443546491497,1.6899456217865876,650,10.78053743722514,9.02883295909873,6.097269573278155,2.0577781247576294
dataset_dynamic_nofloortexture_01_000,logging_20260916_02,ORB-SLAM3+YOLO,0.5,898,2.583578529545761,0.13863464522534996,14.161881818504725,0.2919011964793342,810,1.2555261577141765,0.12219102731164808,0.6856733173570909,0.2608376097948155
dataset_dynamic_nofloortexture_01_000,logging_20260916_02,ORB-SLAM3+YOLO,1.0,956,3.7951910316198827,0.23853817018970913,20.49763429292118,0.5345369082239786,801,2.108917924331085,0.1856495695291258,1.0444948938849454,0.3787364531704131
dataset_dynamic_nofloortexture_01_000,logging_20260916_02,ORB-SLAM3+YOLO,2.0,946,6.322904563936478,0.5244763981029792,28.23553878417776,1.12744020343633,698,3.05655691132108,0.2988215321465282,1.488091464124497,0.6408025220505496
dataset_dynamic_nofloortexture_01_000,logging_20260916_02,ORB-SLAM3+YOLO,5.0,920,15.73063446590271,1.1899171697364683,34.451662528510106,2.7112934078389412,520,2.015009331578954,0.5627039223489358,1.8082556721176333,1.020955334708638
dataset_dynamic_nofloortexture_01_000,logging_20260916_03,VINS-Fusion,0.5,2536,28.845678844671102,16.19346079538068,1.3490212055115771,0.23178153433431287,887,1.514742183534642,1.2811530252629137,2.178467316947288,0.43114409616246097
dataset_dynamic_nofloortexture_01_000,logging_20260916_03,VINS-Fusion,1.0,2521,55.80701459843571,31.380101497273245,2.0633999104253578,0.42806198591883915,857,2.8210262629442684,2.4175187139627607,3.4275803372806735,0.8185963332683743
dataset_dynamic_nofloortexture_01_000,logging_20260916_03,VINS-Fusion,2.0,2491,109.50241697484667,61.72591610303361,2.9846356607624824,0.8011704344051016,797,5.148324917179886,4.487798277811997,5.094605452868594,1.4091409680486442
dataset_dynamic_nofloortexture_01_000,logging_20260916_03,VINS-Fusion,5.0,2400,270.2146838413001,153.8634326434401,3.644878897693724,1.6239463385068595,615,10.553852676670399,9.018707578836342,6.3816615303296285,2.0308931436301827
dataset_dynamic_nofloortexture_01_000,logging_20260916_03,ORB-SLAM3,0.5,1631,6.092355175387425,1.4816117091724965,16.56196645974152,1.5112853936018416,805,1.3512224522401666,1.0403695179320391,2.0333530336498735,1.4434934425609285
dataset_dynamic_nofloortexture_01_000,logging_20260916_03,ORB-SLAM3,1.0,1610,11.546423138087933,2.8143364191360702,23.542983269932403,2.865047045380715,581,2.46624311761251,2.062857961734865,3.8527912312018575,2.9093965915925923
dataset_dynamic_nofloortexture_01_000,logging_20260916_03,ORB-SLAM3,2.0,1604,23.0403979729422,5.524501193144277,33.440592732515434,5.68870028190066,275,4.8832333391190375,4.0638430910244505,8.099748883892314,7.036686349136875
dataset_dynamic_nofloortexture_01_000,logging_20260916_03,ORB-SLAM3,5.0,1558,62.756131735642725,14.311085288182188,41.44462583836026,14.056534878944262,57,9.97380009284367,8.560667001828831,22.741258666559744,23.88232035336794
dataset_dynamic_nofloortexture_01_000,logging_20260916_03,VINS-Fusion+YOLO,0.5,2536,23.91811806387176,12.901601074308495,1.3393409974854777,0.22059691995249575,929,1.5312397227181196,1.2410007789638153,2.1051282973664645,0.485829611049178
dataset_dynamic_nofloortexture_01_000,logging_20260916_03,VINS-Fusion+YOLO,1.0,2521,46.26518448506666,24.99430104062925,2.0597850989612567,0.41928682747009066,899,2.8608515471377736,2.330288844803729,3.3089863164068176,0.844082249122316
dataset_dynamic_nofloortexture_01_000,logging_20260916_03,VINS-Fusion+YOLO,2.0,2491,90.74242181660841,49.14917506563737,2.991350640162653,0.7588786970269805,839,5.245593885118812,4.325168112737231,4.949395632568364,1.5028416818568155
dataset_dynamic_nofloortexture_01_000,logging_20260916_03,VINS-Fusion+YOLO,5.0,2400,223.62485449464526,122.44925005529707,3.5928176132654084,1.6675154198529278,657,10.69133264955962,8.80797633528986,6.076919818725381,2.1545400759274043
dataset_dynamic_nofloortexture_01_000,logging_20260916_03,ORB-SLAM3+YOLO,0.5,637,44.025367919266394,0.2223929160044759,16.744348452639873,0.3220449610279047,429,0.6463782107046755,0.11326732015076195,3.190426841648368,0.2166848980498481
dataset_dynamic_nofloortexture_01_000,logging_20260916_03,ORB-SLAM3+YOLO,1.0,694,87.05875530511587,0.7948586051617517,24.161116568313574,0.6229200410767941,421,1.169749577740894,0.15993771013329344,4.501686397668719,0.27654381441291914
dataset_dynamic_nofloortexture_01_000,logging_20260916_03,ORB-SLAM3+YOLO,2.0,687,164.78899396973793,2.822713817638274,36.39369749777737,1.482223118521696,335,1.635950307103741,0.26174816794118516,10.661775841023585,0.45559920003519955
dataset_dynamic_nofloortexture_01_000,logging_20260916_03,ORB-SLAM3+YOLO,5.0,651,451.30633003430034,9.537845051411445,50.67627334974857,3.354053998687755,204,2.0880070210604065,0.5959359237570075,16.293981543171174,0.7864392642428597
dataset_dynamic_nofloortexture_02_000,logging_20260916_01,VINS-Fusion,0.5,2685,0.5509698181104848,0.09964527370841032,0.8696326576973016,0.12717749501941053,2338,0.4224685413115726,0.07884355708278226,0.48671885029670625,0.11495481460631896
dataset_dynamic_nofloortexture_02_000,logging_20260916_01,VINS-Fusion,1.0,2670,1.0349112570859968,0.1871369048963556,0.9898254866508462,0.24093883992430748,2275,0.7748957058575138,0.14927801600106036,0.6215681366317123,0.21613788463506933
dataset_dynamic_nofloortexture_02_000,logging_20260916_01,VINS-Fusion,2.0,2640,1.9961870956904604,0.3283355667514807,1.1623198926349354,0.46816689201811046,2198,1.3964089609061792,0.2614112085893088,0.8191641639704752,0.41719428337600534
dataset_dynamic_nofloortexture_02_000,logging_20260916_01,VINS-Fusion,5.0,2549,4.762687431734101,0.6280479967043796,1.8298377062208058,1.1817081915743068,2086,3.0175305730982696,0.49335463314300576,1.4054724134498027,1.0059053776321112
dataset_dynamic_nofloortexture_02_000,logging_20260916_01,ORB-SLAM3,0.5,2274,3.721529345378099,1.4315031175531876,7.567158180636521,0.9403621780868183,1343,1.2230575623930307,0.3443798803531412,1.065152566357709,0.7359143721602215
dataset_dynamic_nofloortexture_02_000,logging_20260916_01,ORB-SLAM3,1.0,2249,6.928479013604495,2.856568479710916,10.691199129755484,1.7921731491129387,1136,2.1222690766491032,0.6439584107046006,1.8951771946498437,1.3820995388916966
dataset_dynamic_nofloortexture_02_000,logging_20260916_01,ORB-SLAM3,2.0,2195,12.921367599996794,5.003213381760302,15.449437979690588,3.578818079293966,835,3.3397203586189863,1.192514638622864,3.2330669735591613,2.421916206675803
dataset_dynamic_nofloortexture_02_000,logging_20260916_01,ORB-SLAM3,5.0,2110,27.12024371364402,9.853652418268545,18.584879450673014,8.14576910626569,485,6.000699595664892,4.472287810451431,6.358523029790888,5.746832663909674
dataset_dynamic_nofloortexture_02_000,logging_20260916_01,VINS-Fusion+YOLO,0.5,2663,136.0816688138339,74.26176895481247,10.806890903728341,1.9225892630696562,42,2.6019686796721246,2.4406013938462907,6.364315787215558,2.0141677425600917
dataset_dynamic_nofloortexture_02_000,logging_20260916_01,VINS-Fusion+YOLO,1.0,2648,256.47731449512656,141.42624383574412,12.956926125474688,3.1597409184835,27,4.89514324761361,4.72789774431849,7.811028781958473,3.2319087156285686
dataset_dynamic_nofloortexture_02_000,logging_20260916_01,VINS-Fusion+YOLO,2.0,2618,495.43933331250474,275.65693073243824,15.163065136404976,4.780113214007127,0,nan,nan,nan,nan
dataset_dynamic_nofloortexture_02_000,logging_20260916_01,VINS-Fusion+YOLO,5.0,2527,1201.220081275026,680.846100793618,22.104817041549207,8.705327024847666,0,nan,nan,nan,nan
dataset_dynamic_nofloortexture_02_000,logging_20260916_01,ORB-SLAM3+YOLO,0.5,684,65.39353557795131,0.2727661792301216,15.389433919873264,0.3429670200098385,474,0.6327150498880311,0.11008016545172972,8.177597648840452,0.24167112315079758
dataset_dynamic_nofloortexture_02_000,logging_20260916_01,ORB-SLAM3+YOLO,1.0,787,127.94019728279373,0.7264801913848549,23.67980204308732,0.6437064077356577,499,1.2519290013562208,0.18053345785846844,10.512404201469574,0.3645675229836165
dataset_dynamic_nofloortexture_02_000,logging_20260916_01,ORB-SLAM3+YOLO,2.0,762,246.8258312119949,2.7422215151963916,34.83425494548116,1.5273630412533437,414,2.277714509868807,0.2943218008697622,12.878184015746667,0.5779569334025645
dataset_dynamic_nofloortexture_02_000,logging_20260916_01,ORB-SLAM3+YOLO,5.0,728,622.4460343424298,9.404336153628087,46.48418711660838,5.070281845088974,280,4.72012208926849,0.6379064911700278,14.321126042973228,0.7831110232650215
dataset_dynamic_nofloortexture_02_000,logging_20260916_02,VINS-Fusion,0.5,2685,0.5888615085418615,0.10881402988132656,0.8335850895242602,0.12068968117444086,2356,0.4900296956821872,0.08300469053453757,0.4950147294981468,0.10916424050666096
dataset_dynamic_nofloortexture_02_000,logging_20260916_02,VINS-Fusion,1.0,2670,1.1135619446891913,0.20900058491222429,0.9991881120961409,0.23286856249825258,2284,0.9097924565018617,0.15768826795497282,0.6566676449361776,0.2042463029032055
dataset_dynamic_nofloortexture_02_000,logging_20260916_02,VINS-Fusion,2.0,2640,2.1520266326098794,0.35843263399951175,1.1518736136249317,0.4452958455246986,2177,1.6522055797574355,0.2766899854874303,0.7778612136164359,0.38367675900539394
dataset_dynamic_nofloortexture_02_000,logging_20260916_02,VINS-Fusion,5.0,2549,5.116607330645747,0.7808325920147191,1.8208823622509478,1.1345445881970593,2010,3.2597615298036393,0.5299587715082099,1.316079415816712,0.9080151525062456
dataset_dynamic_nofloortexture_02_000,logging_20260916_02,ORB-SLAM3,0.5,1993,14.398722275729266,0.8918585345201796,10.596713295820896,0.7881746243905299,1103,0.7365852750656919,0.4005262225693272,1.1177246233753189,0.668127890868991
dataset_dynamic_nofloortexture_02_000,logging_20260916_02,ORB-SLAM3,1.0,1978,27.408342023292875,1.7585229185183975,15.204018129313551,1.4633828039826322,944,1.2724338417721675,0.7841228402356684,1.884012374873701,1.1028233903091085
dataset_dynamic_nofloortexture_02_000,logging_20260916_02,ORB-SLAM3,2.0,1942,52.67201782026652,3.3617332395131845,22.089917754138845,2.8738023504611707,724,2.0995399077413124,1.54548539319343,3.089248050445412,1.8107823023701548
dataset_dynamic_nofloortexture_02_000,logging_20260916_02,ORB-SLAM3,5.0,1802,124.93222422904869,10.113252058243091,26.040405954510753,6.567359326169699,319,3.97319626715222,3.6432974201913146,5.868210583875397,3.711890541483205
dataset_dynamic_nofloortexture_02_000,logging_20260916_02,VINS-Fusion+YOLO,0.5,2685,0.5502861660971506,0.11893001122530653,0.9141911435189752,0.13081350542498535,2397,0.43296602197096135,0.09226957161621897,0.5365722199248899,0.123298478676559
dataset_dynamic_nofloortexture_02_000,logging_20260916_02,VINS-Fusion+YOLO,1.0,2670,1.0194785122346437,0.22110673935888467,1.1168494732580163,0.24971312426702313,2338,0.8165778041116951,0.1703687023023223,0.7286326237098367,0.22995130416693382
dataset_dynamic_nofloortexture_02_000,logging_20260916_02,VINS-Fusion+YOLO,2.0,2640,1.9442169287201954,0.3721470663071651,1.4454621611548246,0.4815282350973564,2265,1.5576871870601212,0.3013293882242272,0.8753084117432439,0.44481640482625684
dataset_dynamic_nofloortexture_02_000,logging_20260916_02,VINS-Fusion+YOLO,5.0,2549,4.549030560681643,0.8133772468319486,2.0988104390002205,1.2173278260763196,2174,3.4360777360869514,0.5944058057035365,1.5994258588609735,1.0917706665361235
dataset_dynamic_nofloortexture_02_000,logging_20260916_02,ORB-SLAM3+YOLO,0.5,692,42.74581970679655,0.20862067482073962,15.202680966787593,0.311508691882821,484,0.786015171704368,0.11065863547092374,3.4845638478645777,0.19442427986769203
dataset_dynamic_nofloortexture_02_000,logging_20260916_02,ORB-SLAM3+YOLO,1.0,755,80.42922834802648,1.1058332900456223,22.747581785851974,0.5917409732053758,491,1.6383500304797898,0.2000921247994801,10.713007863298706,0.27805543021311047
dataset_dynamic_nofloortexture_02_000,logging_20260916_02,ORB-SLAM3+YOLO,2.0,753,169.0528853347855,2.4957687034400386,29.957116263213024,1.2506390459383667,427,2.686071677398674,0.41045642039341496,12.985739279869918,0.3765213028733722
dataset_dynamic_nofloortexture_02_000,logging_20260916_02,ORB-SLAM3+YOLO,5.0,728,400.86738250207566,6.298862393437301,38.813003113380965,3.9399717139303405,289,5.498547728174812,1.071438605770135,24.787096250002097,0.621948995523516
dataset_dynamic_nofloortexture_02_000,logging_20260916_03,VINS-Fusion,0.5,2684,0.5293758376211694,0.10241488737033183,0.7644375535145599,0.09975769429029482,2404,0.41347513173857336,0.08246193707474751,0.44101866155808483,0.09073670493627711
dataset_dynamic_nofloortexture_02_000,logging_20260916_03,VINS-Fusion,1.0,2669,0.9860620593887126,0.19033894968512058,0.9712763195103062,0.19114963825914313,2325,0.7547090270053481,0.1524996235051028,0.544563723477283,0.16855148142614115
dataset_dynamic_nofloortexture_02_000,logging_20260916_03,VINS-Fusion,2.0,2639,1.8832519457690196,0.3369962946582927,1.2014456129106257,0.37660532075389824,2218,1.3715167840459381,0.2640685887188866,0.6366190211229773,0.30398696432675354
dataset_dynamic_nofloortexture_02_000,logging_20260916_03,VINS-Fusion,5.0,2548,4.401002035091849,0.5794911850466171,1.7340570312770813,0.9937683390615722,2082,2.9783819684725885,0.4917192643912061,1.0764312035503398,0.7627414834010889
dataset_dynamic_nofloortexture_02_000,logging_20260916_03,ORB-SLAM3,0.5,1968,4.095125217164062,1.0012503394088368,12.422375132623047,0.8743105734381837,1160,1.066920807904915,0.42848263627643024,1.1115798330618174,0.7265831975218208
dataset_dynamic_nofloortexture_02_000,logging_20260916_03,ORB-SLAM3,1.0,1946,7.3351671879436,2.0409911321487337,18.333739276016264,1.6408207876356862,968,1.9745725380286894,0.7058355223605386,1.7667171806432778,1.2790081497590842
dataset_dynamic_nofloortexture_02_000,logging_20260916_03,ORB-SLAM3,2.0,1901,13.167990835338275,3.8586234055226627,26.315931715467038,3.4714517329639256,755,3.67967751555826,1.5969715245146303,3.0063130891528425,2.3280531819454064
dataset_dynamic_nofloortexture_02_000,logging_20260916_03,ORB-SLAM3,5.0,1755,28.190867413875605,9.418676581644498,35.27523394471992,9.38630919748377,368,7.5485564408117085,4.429390382035304,6.194066423274364,6.124299375369244
dataset_dynamic_nofloortexture_02_000,logging_20260916_03,VINS-Fusion+YOLO,0.5,1674,0.6701952297809433,0.21272738825226783,0.9665079323279783,0.15214997397007482,1334,0.5237778424746544,0.10175176791467813,0.6051329264677792,0.1260403598344934
dataset_dynamic_nofloortexture_02_000,logging_20260916_03,VINS-Fusion+YOLO,1.0,1701,1.2135804452709789,0.35346459768692357,1.249661944297136,0.2763104473567037,1302,0.9162338852467468,0.17453367940338382,0.6739306417717577,0.22486228372782957
dataset_dynamic_nofloortexture_02_000,logging_20260916_03,VINS-Fusion+YOLO,2.0,1672,2.271093785538397,0.5396878527721716,1.4483935703900752,0.5223597747855675,1214,1.5383745640597695,0.2687062612798898,0.7706779966061281,0.4262855824012193
dataset_dynamic_nofloortexture_02_000,logging_20260916_03,VINS-Fusion+YOLO,5.0,1614,5.1771565710195135,0.9862296238841416,2.1043401640750665,1.458247051230428,1148,2.897102125702933,0.5012846024094021,1.4646369908070707,1.0496434875284746
dataset_dynamic_nofloortexture_02_000,logging_20260916_03,ORB-SLAM3+YOLO,0.5,772,1.7117875236398261,0.1590954932681844,18.806370580466115,0.3350781204853842,670,0.9641986171149922,0.12672621640669052,6.876319202764273,0.27885058345950164
dataset_dynamic_nofloortexture_02_000,logging_20260916_03,ORB-SLAM3+YOLO,1.0,825,3.2336433984848454,0.34934823992067227,28.468166127049077,0.6034618448552191,663,1.895757714180473,0.23025255603736408,13.34156177166688,0.4481734769887647
dataset_dynamic_nofloortexture_02_000,logging_20260916_03,ORB-SLAM3+YOLO,2.0,804,5.739408753998609,1.3743568749471726,40.16380257134403,1.3051618623746157,557,3.499393974704822,0.41249132058369603,19.626118948223215,0.6103295135395611
dataset_dynamic_nofloortexture_02_000,logging_20260916_03,ORB-SLAM3+YOLO,5.0,767,19.03539266904873,4.350605935099788,53.606292785094546,8.09690494639614,387,5.522265525608014,0.8830650753639654,34.26153303639024,1.036727959131542
dataset_static_nofloortexture_000,logging_20260916_01,VINS-Fusion,0.5,1100,0.032117630178939705,0.01093425647045253,0.38153480150773716,0.04013708387263917,1100,0.032117630178939705,0.01093425647045253,0.38153480150773716,0.04013708387263917
dataset_static_nofloortexture_000,logging_20260916_01,VINS-Fusion,1.0,1143,0.059252387631084626,0.020642252816742482,0.5847621234831889,0.0660100853402293,1143,0.059252387631084626,0.020642252816742482,0.5847621234831889,0.0660100853402293
dataset_static_nofloortexture_000,logging_20260916_01,VINS-Fusion,2.0,1113,0.11066780504195946,0.04467077256438548,0.9523897536663745,0.11684635244272881,1113,0.11066780504195946,0.04467077256438548,0.9523897536663745,0.11684635244272881
dataset_static_nofloortexture_000,logging_20260916_01,VINS-Fusion,5.0,1056,0.24400588022268738,0.17063324608527353,1.382030326309311,0.30697298429303105,1056,0.24400588022268738,0.17063324608527353,1.382030326309311,0.30697298429303105
dataset_static_nofloortexture_000,logging_20260916_01,ORB-SLAM3,0.5,1100,0.1736863113048234,0.01886958878056532,7.190617934707604,0.08537692707977468,1093,0.050144690913078285,0.018807893226786807,0.25636997648630566,0.08412131746517369
dataset_static_nofloortexture_000,logging_20260916_01,ORB-SLAM3,1.0,1133,0.28690443612519656,0.030840566494517455,9.278709281948908,0.12916437735584732,1121,0.07869033662018922,0.030333305416012986,0.39347367067491557,0.1270367023439832
dataset_static_nofloortexture_000,logging_20260916_01,ORB-SLAM3,2.0,1127,0.5845486219459275,0.059554591174070935,14.214059257980942,0.23798889880387386,1099,0.131983719922295,0.056834428229137285,0.6628447177252953,0.22635325942704584
dataset_static_nofloortexture_000,logging_20260916_01,ORB-SLAM3,5.0,1089,1.8118729491787848,0.23538401883243695,18.154219211714334,0.8008950124531394,1045,0.2642078931767668,0.21725246749676982,1.3323157656260793,0.7311867744642784
dataset_static_nofloortexture_000,logging_20260916_02,VINS-Fusion,0.5,964,0.031302822804473135,0.011548437769630483,0.31470576779640225,0.040386430257754555,964,0.031302822804473135,0.011548437769630483,0.31470576779640225,0.040386430257754555
dataset_static_nofloortexture_000,logging_20260916_02,VINS-Fusion,1.0,1036,0.05791552864464196,0.022054614007956337,0.5277324590546743,0.06368141225259363,1036,0.05791552864464196,0.022054614007956337,0.5277324590546743,0.06368141225259363
dataset_static_nofloortexture_000,logging_20260916_02,VINS-Fusion,2.0,1006,0.10818341366975175,0.04780475065279534,0.8432508121119183,0.11256876680906179,1006,0.10818341366975175,0.04780475065279534,0.8432508121119183,0.11256876680906179
dataset_static_nofloortexture_000,logging_20260916_02,VINS-Fusion,5.0,951,0.2382577847007705,0.1480274794011424,1.2658412745380125,0.2997919975411228,951,0.2382577847007705,0.1480274794011424,1.2658412745380125,0.2997919975411228
dataset_static_nofloortexture_000,logging_20260916_02,ORB-SLAM3,0.5,895,0.20060660647736178,0.02256478855685956,8.519438966042491,0.08942159189851383,887,0.09393075421866871,0.022352022587403285,0.26107052015085025,0.08867321633332122
dataset_static_nofloortexture_000,logging_20260916_02,ORB-SLAM3,1.0,961,0.3395258938371234,0.039121621578037016,11.630419003664745,0.13910975157954572,945,0.1456929406873865,0.03854187520866126,0.43399935327496625,0.13683095043889076
dataset_static_nofloortexture_000,logging_20260916_02,ORB-SLAM3,2.0,951,0.6853161285228982,0.07811843280447589,17.045640690514603,0.26287077149723476,917,0.23025099002193253,0.07526954853466665,0.7225254545577364,0.2518017995651556
dataset_static_nofloortexture_000,logging_20260916_02,ORB-SLAM3,5.0,918,2.1224691815579084,0.27221479068834054,20.63869977289112,0.7336214798232913,870,0.411200980042633,0.2561390543502675,1.4333749769214283,0.6900993477620165
dataset_static_nofloortexture_000,logging_20260916_03,VINS-Fusion,0.5,961,0.031444875957226164,0.010637687089987089,0.372443406654796,0.03734376056000327,961,0.031444875957226164,0.010637687089987089,0.372443406654796,0.03734376056000327
dataset_static_nofloortexture_000,logging_20260916_03,VINS-Fusion,1.0,1036,0.057806740730741275,0.020026896542714008,0.5735923096664268,0.060417088494990646,1036,0.057806740730741275,0.020026896542714008,0.5735923096664268,0.060417088494990646
dataset_static_nofloortexture_000,logging_20260916_03,VINS-Fusion,2.0,1007,0.10807462823121843,0.04514022191473004,0.8931335022054083,0.11059919681846324,1007,0.10807462823121843,0.04514022191473004,0.8931335022054083,0.11059919681846324
dataset_static_nofloortexture_000,logging_20260916_03,VINS-Fusion,5.0,950,0.23664351636601444,0.14319287547314885,1.3293810302528175,0.2975618883927931,950,0.23664351636601444,0.14319287547314885,1.3293810302528175,0.2975618883927931
dataset_static_nofloortexture_000,logging_20260916_03,ORB-SLAM3,0.5,1149,0.17226401265387983,0.02606369740501535,6.523481911975996,0.11968028901980704,1137,0.090792244353834,0.02562532346297854,0.4272677393709338,0.11799088507266851
dataset_static_nofloortexture_000,logging_20260916_03,ORB-SLAM3,1.0,1170,0.31024676215923447,0.04964307936986968,10.221714229256172,0.22628271895457014,1141,0.14553386296974782,0.04769610830717373,0.6592197141877648,0.2140134829773796
dataset_static_nofloortexture_000,logging_20260916_03,ORB-SLAM3,2.0,1162,0.6341642069023193,0.1181327346196603,15.894975065450367,0.4449923060903432,1100,0.23074474769361444,0.10323758349508395,1.1134204754553774,0.4199253725440708
dataset_static_nofloortexture_000,logging_20260916_03,ORB-SLAM3,5.0,1128,1.8880536964948382,0.3946072997370462,18.7167345263852,1.6264887085184598,1015,0.4371605872553739,0.3528267385091414,2.2720086838499665,1.3331356056995745
dataset_static_nofloortexture_001,logging_20260916_01,VINS-Fusion,0.5,900,0.037554233158834965,0.010083955273146563,0.5030940605667041,0.038983108174297496,900,0.037554233158834965,0.010083955273146563,0.5030940605667041,0.038983108174297496
dataset_static_nofloortexture_001,logging_20260916_01,VINS-Fusion,1.0,960,0.06291229931286967,0.019233465050378755,0.6894060673536655,0.0645775565078848,960,0.06291229931286967,0.019233465050378755,0.6894060673536655,0.0645775565078848
dataset_static_nofloortexture_001,logging_20260916_01,VINS-Fusion,2.0,932,0.11206724602258593,0.041854990947209014,1.0427161974192634,0.10201239055823824,932,0.11206724602258593,0.041854990947209014,1.0427161974192634,0.10201239055823824
dataset_static_nofloortexture_001,logging_20260916_01,VINS-Fusion,5.0,872,0.25545105600852785,0.15802113504607293,1.7066009512519966,0.18858364881908757,872,0.25545105600852785,0.15802113504607293,1.7066009512519966,0.18858364881908757
dataset_static_nofloortexture_001,logging_20260916_01,ORB-SLAM3,0.5,970,0.31453663110097946,0.015971773077407856,7.085637310859788,0.06658557386868359,957,0.05591427740929153,0.01585415090518615,0.17130698691996352,0.06622567551788192
dataset_static_nofloortexture_001,logging_20260916_01,ORB-SLAM3,1.0,996,0.5436516039258702,0.0241179802533378,10.682577005641601,0.09654645078662996,969,0.08152117324508759,0.02323290303561503,0.24703785937123668,0.09503029911095143
dataset_static_nofloortexture_001,logging_20260916_01,ORB-SLAM3,2.0,983,0.9921807432917079,0.03918244488004466,15.742529689968974,0.17053889849256137,928,0.13320576836125209,0.035618242693037205,0.39307315342638355,0.17044200200213416
dataset_static_nofloortexture_001,logging_20260916_01,ORB-SLAM3,5.0,949,2.437124190232157,0.16448116915025557,19.185754441533597,0.41900463982775293,873,0.2633834505241024,0.14938711309608257,0.7563502505621311,0.41485795459110225
dataset_static_nofloortexture_001,logging_20260916_02,VINS-Fusion,0.5,832,0.037001986435418945,0.011278470847759337,0.49974578166291533,0.04061365054557213,832,0.037001986435418945,0.011278470847759337,0.49974578166291533,0.04061365054557213
dataset_static_nofloortexture_001,logging_20260916_02,VINS-Fusion,1.0,914,0.0621405067770081,0.02175510488527068,0.6852276699713364,0.0671996368629825,914,0.0621405067770081,0.02175510488527068,0.6852276699713364,0.0671996368629825
dataset_static_nofloortexture_001,logging_20260916_02,VINS-Fusion,2.0,885,0.11039213819849274,0.047915770151758366,1.0296540111576662,0.10362620124946587,885,0.11039213819849274,0.047915770151758366,1.0296540111576662,0.10362620124946587
dataset_static_nofloortexture_001,logging_20260916_02,VINS-Fusion,5.0,827,0.2456221031587301,0.16238612427535723,1.563855365921862,0.17879268126772369,827,0.2456221031587301,0.16238612427535723,1.563855365921862,0.17879268126772369
dataset_static_nofloortexture_001,logging_20260916_02,ORB-SLAM3,0.5,962,0.3612972030746662,0.02239311833221179,8.710634642431794,0.1014442888528304,946,0.11208169637357601,0.021740809641855378,0.4548611671450867,0.09949754370795011
dataset_static_nofloortexture_001,logging_20260916_02,ORB-SLAM3,1.0,993,0.5616260956545005,0.040669847411861346,11.441979488965082,0.19187240991783802,964,0.17050751256847196,0.03818230916110662,0.6126867100679269,0.18283383075064732
dataset_static_nofloortexture_001,logging_20260916_02,ORB-SLAM3,2.0,981,0.9651307535825596,0.07460452756016185,16.024275128667657,0.35669808777572387,925,0.2305903408673853,0.06925054328886485,0.8740421548662246,0.322959987567029
dataset_static_nofloortexture_001,logging_20260916_02,ORB-SLAM3,5.0,944,2.2594696043485953,0.18661386139176628,18.364108452770505,1.011155584609413,840,0.3862210609617804,0.17016811571724869,1.4334340442435642,0.9472716279329392
dataset_static_nofloortexture_001,logging_20260916_03,VINS-Fusion,0.5,765,0.03932424890495947,0.011250437996327614,0.3785783609914813,0.03800366242136746,765,0.03932424890495947,0.011250437996327614,0.3785783609914813,0.03800366242136746
dataset_static_nofloortexture_001,logging_20260916_03,VINS-Fusion,1.0,861,0.06867924523001243,0.02211321224479627,0.563880314289092,0.062391556743298444,861,0.06867924523001243,0.02211321224479627,0.563880314289092,0.062391556743298444
