system,dataset,repeat,module,events,median_ms,iqr_ms,p95_ms,max_ms
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_00_000,logging_20260916_02,visual_update_ms,2244,0.338,0.14449999999999996,0.54685,2.932
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_00_000,logging_20260916_03,feature_tracking_ms,2068,43.001000000000005,11.090000000000003,59.45824999999999,124.298
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_00_000,logging_20260916_03,backend_total_ms,2068,49.5105,45.08800000000001,88.7222,156.691
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_00_000,logging_20260916_03,solver_ms,2068,43.7805,40.808499999999995,82.4802,87.1
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_00_000,logging_20260916_03,visual_update_ms,2068,0.3775,0.15925000000000006,0.695,2.201
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_01,feature_tracking_ms,2235,40.53,7.963499999999996,50.308299999999996,82.851
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_01,backend_total_ms,2235,70.804,18.870999999999995,86.6472,112.751
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_01,solver_ms,2235,65.17,19.948499999999996,82.37189999999998,85.422
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_01,visual_update_ms,2235,0.339,0.14199999999999996,0.5572999999999998,2.678
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_02,feature_tracking_ms,2235,41.354,8.031999999999996,52.581899999999976,109.561
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_02,backend_total_ms,2235,70.88,25.19099999999999,87.06400000000001,120.871
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_02,solver_ms,2235,65.126,26.430999999999997,82.4821,85.447
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_02,visual_update_ms,2235,0.359,0.14950000000000002,0.6032999999999997,2.975
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_03,feature_tracking_ms,2235,39.358,7.850499999999997,49.115099999999984,69.58
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_03,backend_total_ms,2235,71.483,15.902000000000001,86.36349999999999,118.243
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_03,solver_ms,2235,65.413,16.557000000000016,82.1743,86.372
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_03,visual_update_ms,2235,0.326,0.11499999999999999,0.4851999999999989,1.277
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_01,feature_tracking_ms,2563,38.545,10.682000000000002,49.4797,80.043
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_01,backend_total_ms,2563,41.082,39.07849999999999,85.0099,135.954
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_01,solver_ms,2563,36.209,39.8305,81.51570000000001,84.045
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_01,visual_update_ms,2563,0.312,0.2909999999999999,1.8713000000000042,3.984
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_02,feature_tracking_ms,2563,40.538,9.395499999999998,53.25560000000001,109.653
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_02,backend_total_ms,2563,56.274,53.205,87.3279,162.084
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_02,solver_ms,2563,49.377,45.709500000000006,82.1245,85.495
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_02,visual_update_ms,2563,0.387,0.251,1.7995000000000012,6.456
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_03,feature_tracking_ms,2563,40.242,10.11,52.403600000000004,102.005
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_03,backend_total_ms,2563,52.398,46.912000000000006,86.5544,188.749
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_03,solver_ms,2563,46.421,43.01299999999999,81.9978,85.642
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_03,visual_update_ms,2563,0.365,0.22300000000000003,1.6195000000000006,4.361
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_01,feature_tracking_ms,2690,38.8505,8.952000000000005,48.7861,78.56
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_01,backend_total_ms,2690,69.709,16.38600000000001,85.9623,118.191
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_01,solver_ms,2690,64.9125,16.293999999999997,81.96455,88.177
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_01,visual_update_ms,2690,0.317,0.19400000000000003,0.668,4.128
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_02,feature_tracking_ms,2712,40.159499999999994,12.367249999999999,63.39749999999997,166.486
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_02,backend_total_ms,2712,33.742000000000004,37.882000000000005,92.20264999999999,172.164
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_02,solver_ms,2712,26.612000000000002,30.619750000000003,81.616,88.637
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_02,visual_update_ms,2712,0.44,0.27399999999999997,1.0634499999999998,5.532
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_03,feature_tracking_ms,1744,79.912,40.073250000000016,160.27009999999999,378.91
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_03,backend_total_ms,1744,88.831,30.227250000000012,127.9494,346.048
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_03,solver_ms,1744,69.872,30.11950000000001,89.04684999999999,110.723
VINS-Fusion+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_03,visual_update_ms,1744,0.951,0.86,3.1223499999999897,12.971
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_000,logging_20260916_01,tracking_total_ms,1016,89.2235,30.981750000000005,131.81225,250.879
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_000,logging_20260916_01,feature_stereo_ms,1016,67.44800000000001,25.703249999999997,106.49575,227.604
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_000,logging_20260916_01,local_mapping_total_ms,248,284.284,130.772,588.8247499999998,2339.99
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_000,logging_20260916_01,local_BA_ms,248,177.5345,130.28025,463.3238499999996,692.492
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_000,logging_20260916_01,place_recognition_ms,247,26.841195,54.575655499999996,88.7598557,103.439993
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_000,logging_20260916_02,tracking_total_ms,620,144.42849999999999,59.60800000000003,228.19679999999994,330.484
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_000,logging_20260916_02,feature_stereo_ms,620,115.14500000000001,55.157249999999976,192.04474999999988,288.678
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_000,logging_20260916_02,local_mapping_total_ms,177,416.487,188.84100000000007,673.0349999999997,2970.346
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_000,logging_20260916_02,local_BA_ms,177,274.853,156.736,490.1884,671.04
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_000,logging_20260916_02,place_recognition_ms,176,6.045743,95.4154235,136.730521,214.099848
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_000,logging_20260916_03,tracking_total_ms,648,131.95850000000002,63.17599999999999,231.12315,340.033
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_000,logging_20260916_03,feature_stereo_ms,648,104.973,50.449250000000006,183.68274999999997,260.136
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_000,logging_20260916_03,local_mapping_total_ms,198,342.8645,175.71075000000002,602.869749999999,1809.521
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_000,logging_20260916_03,local_BA_ms,198,221.1835,137.47924999999998,379.8883499999998,745.53
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_000,logging_20260916_03,place_recognition_ms,197,1.649909,4.105136,102.41399519999997,164.774788
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_01,tracking_total_ms,2093,72.559,38.278000000000006,135.066,325.934
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_01,feature_stereo_ms,2093,53.977,29.099000000000004,100.45299999999999,272.576
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_01,local_mapping_total_ms,681,275.87,218.24799999999996,574.414,8085.789
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_01,local_BA_ms,681,190.093,174.43699999999998,425.35,912.846
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_01,place_recognition_ms,680,35.046993,47.40352274999999,88.50480709999995,233.52741
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_02,tracking_total_ms,1233,106.928,67.67999999999999,220.59779999999998,421.47
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_02,feature_stereo_ms,1233,79.654,58.135999999999996,180.3398,349.797
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_02,local_mapping_total_ms,299,409.827,251.25349999999992,788.4558999999999,4972.988
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_02,local_BA_ms,299,258.55,194.88,571.2504999999992,786.813
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_02,place_recognition_ms,298,51.3829075,93.57550024999999,160.60871749999995,334.78358
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_03,tracking_total_ms,1008,134.916,80.66999999999999,262.234,426.581
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_03,feature_stereo_ms,1008,103.0645,66.244,209.68404999999998,382.62
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_03,local_mapping_total_ms,247,478.633,288.4535,948.5452999999994,7843.56
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_03,local_BA_ms,247,317.887,238.2165,674.5988,929.516
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_00_001,logging_20260916_03,place_recognition_ms,246,49.446971500000004,105.68693725,187.69367525,276.250943
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_01,tracking_total_ms,1654,73.6345,48.57699999999999,161.42104999999992,363.236
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_01,feature_stereo_ms,1654,54.8465,33.233,119.38839999999996,300.171
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_01,local_mapping_total_ms,323,231.942,364.969,716.6909999999995,3886.61
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_01,local_BA_ms,323,163.818,259.53649999999993,533.9626,872.718
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_01,place_recognition_ms,322,1.283881,19.5347935,53.6089327,116.845219
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_02,tracking_total_ms,1287,98.521,72.744,243.5977,449.24
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_02,feature_stereo_ms,1287,73.035,52.332499999999996,189.96390000000005,367.953
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_02,local_mapping_total_ms,252,362.661,431.99749999999995,920.7389499999999,4446.86
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_02,local_BA_ms,252,240.6725,336.69525,686.0323999999999,980.373
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_02,place_recognition_ms,255,1.640607,44.471568000000005,111.20817739999997,949.587454
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_03,tracking_total_ms,1047,120.531,101.9975,295.70199999999977,472.125
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_03,feature_stereo_ms,1047,90.116,76.8945,229.2735,401.112
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_03,local_mapping_total_ms,229,405.579,364.471,1009.2606,5819.259
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_03,local_BA_ms,229,248.462,284.01599999999996,768.4889999999998,1162.577
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_01_000,logging_20260916_03,place_recognition_ms,228,1.7077685,52.595758000000004,120.81041924999997,300.850287
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_01,tracking_total_ms,1050,137.746,91.06499999999998,271.65675,465.343
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_01,feature_stereo_ms,1050,109.011,76.91750000000002,216.96979999999996,366.262
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_01,local_mapping_total_ms,265,363.768,302.50500000000005,955.2309999999999,3907.032
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_01,local_BA_ms,265,237.362,226.28199999999998,735.1029999999996,995.855
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_01,place_recognition_ms,264,1.8771405,56.71773949999999,137.04405599999998,189.758951
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_02,tracking_total_ms,1112,126.134,83.49149999999997,274.0062500000001,491.046
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_02,feature_stereo_ms,1112,96.3545,71.54650000000001,220.6329,387.265
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_02,local_mapping_total_ms,264,345.045,318.2397500000001,959.8062500000001,3520.489
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_02,local_BA_ms,264,210.767,215.44225000000003,720.4160499999998,1113.31
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_02,place_recognition_ms,263,1.607462,52.978384,128.65599949999995,260.606178
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_03,tracking_total_ms,1235,113.807,69.52650000000001,226.01049999999998,464.827
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_03,feature_stereo_ms,1235,89.93,49.64150000000001,175.9544,345.132
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_03,local_mapping_total_ms,235,358.615,337.98500000000007,987.6919999999994,4604.872
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_03,local_BA_ms,235,220.24,229.03599999999997,687.3606,920.81
ORB-SLAM3+YOLO,dataset_dynamic_nofloortexture_02_000,logging_20260916_03,place_recognition_ms,234,0.6107845000000001,0.7725877500000001,27.21645404999998,167.983806
